date,site,rep,AlgalClass,Concentration
6/6/2023,ODNR_1,B,Total_avg,74.7745
6/6/2023,ODNR_1,C,GreenAlgae_avg,20.3465
6/6/2023,ODNR_1,C,Bluegreen_avg,35.039
6/6/2023,ODNR_1,C,Diatom_avg,10.505
6/6/2023,ODNR_1,C,Cryptophyta_avg,0
6/6/2023,ODNR_1,C,YellowSubstances_avg,2.9815
6/6/2023,ODNR_1,C,Total_avg,65.89
6/6/2023,ODNR_2,A,GreenAlgae_avg,28.2045
6/6/2023,ODNR_2,A,Bluegreen_avg,53.8755
6/6/2023,ODNR_2,A,Diatom_avg,14.9835
6/6/2023,ODNR_2,A,Cryptophyta_avg,0.071
6/6/2023,ODNR_2,A,YellowSubstances_avg,3.462
6/6/2023,ODNR_2,A,Total_avg,97.1355
6/6/2023,ODNR_2,B,GreenAlgae_avg,29.216
6/6/2023,ODNR_2,B,Bluegreen_avg,54.4385
6/6/2023,ODNR_2,B,Diatom_avg,14.651
6/6/2023,ODNR_2,B,Cryptophyta_avg,0.138
6/6/2023,ODNR_2,B,YellowSubstances_avg,3.3295
6/6/2023,ODNR_2,B,Total_avg,98.4415
6/6/2023,ODNR_2,C,GreenAlgae_avg,29.6955
6/6/2023,ODNR_2,C,Bluegreen_avg,55.4975
6/6/2023,ODNR_2,C,Diatom_avg,15.932
6/6/2023,ODNR_2,C,Cryptophyta_avg,0.033
6/6/2023,ODNR_2,C,YellowSubstances_avg,3.567
6/6/2023,ODNR_2,C,Total_avg,101.1575
6/6/2023,ODNR_4,A,GreenAlgae_avg,35.924
6/6/2023,ODNR_4,A,Bluegreen_avg,66.9145
6/6/2023,ODNR_4,A,Diatom_avg,17.1645
6/6/2023,ODNR_4,A,Cryptophyta_avg,0
6/6/2023,ODNR_4,A,YellowSubstances_avg,2.9115
6/6/2023,ODNR_4,A,Total_avg,120.004
6/6/2023,ODNR_4,B,GreenAlgae_avg,35.961
6/6/2023,ODNR_4,B,Bluegreen_avg,67.024
6/6/2023,ODNR_4,B,Diatom_avg,16.935
6/6/2023,ODNR_4,B,Cryptophyta_avg,0
6/6/2023,ODNR_4,B,YellowSubstances_avg,3.124
6/6/2023,ODNR_4,B,Total_avg,119.919
6/6/2023,ODNR_4,C,GreenAlgae_avg,37.9985
6/6/2023,ODNR_4,C,Bluegreen_avg,67.3405
6/6/2023,ODNR_4,C,Diatom_avg,17.3505
6/6/2023,ODNR_4,C,Cryptophyta_avg,0
6/6/2023,ODNR_4,C,YellowSubstances_avg,2.8215
6/6/2023,ODNR_4,C,Total_avg,122.69
6/6/2023,ODNR_6,A,GreenAlgae_avg,32.13
6/6/2023,ODNR_6,A,Bluegreen_avg,43.059
6/6/2023,ODNR_6,A,Diatom_avg,18.704
6/6/2023,ODNR_6,A,Cryptophyta_avg,0
6/6/2023,ODNR_6,A,YellowSubstances_avg,3.347
6/6/2023,ODNR_6,A,Total_avg,93.8925
6/6/2023,ODNR_6,B,GreenAlgae_avg,29.084
6/6/2023,ODNR_6,B,Bluegreen_avg,41.0545
6/6/2023,ODNR_6,B,Diatom_avg,15.4055
6/6/2023,ODNR_6,B,Cryptophyta_avg,0
6/6/2023,ODNR_6,B,YellowSubstances_avg,3.7295
6/6/2023,ODNR_6,B,Total_avg,85.5435
6/6/2023,ODNR_6,C,GreenAlgae_avg,31.4125
6/6/2023,ODNR_6,C,Bluegreen_avg,42.6865
6/6/2023,ODNR_6,C,Diatom_avg,16.822
6/6/2023,ODNR_6,C,Cryptophyta_avg,0
6/6/2023,ODNR_6,C,YellowSubstances_avg,3.493
6/6/2023,ODNR_6,C,Total_avg,90.921
6/13/2023,Bells,A,GreenAlgae_avg,0.239
6/13/2023,Bells,A,Bluegreen_avg,0.4475
6/13/2023,Bells,A,Diatom_avg,1.344
6/13/2023,Bells,A,Cryptophyta_avg,0.3375
6/13/2023,Bells,A,YellowSubstances_avg,0.7245
6/13/2023,Bells,A,Total_avg,2.3675
6/13/2023,Bells,B,GreenAlgae_avg,0.22
6/13/2023,Bells,B,Bluegreen_avg,0.3985
6/13/2023,Bells,B,Diatom_avg,1.425
6/13/2023,Bells,B,Cryptophyta_avg,0.23
6/13/2023,Bells,B,YellowSubstances_avg,0.7365
6/13/2023,Bells,B,Total_avg,2.2725
6/13/2023,Bells,C,GreenAlgae_avg,0.3615
6/13/2023,Bells,C,Bluegreen_avg,0.4985
6/13/2023,Bells,C,Diatom_avg,1.083
6/13/2023,Bells,C,Cryptophyta_avg,0.595
6/13/2023,Bells,C,YellowSubstances_avg,0.748
6/13/2023,Bells,C,Total_avg,2.5375
6/13/2023,Bridge,A,GreenAlgae_avg,12.76
6/13/2023,Bridge,A,Bluegreen_avg,58.798
6/13/2023,Bridge,A,Diatom_avg,2.789
6/13/2023,Bridge,A,Cryptophyta_avg,0.246
6/13/2023,Bridge,A,YellowSubstances_avg,3.4885
6/13/2023,Bridge,A,Total_avg,74.5935
6/13/2023,Bridge,B,GreenAlgae_avg,11.8985
6/13/2023,Bridge,B,Bluegreen_avg,57.8925
6/13/2023,Bridge,B,Diatom_avg,3.31
6/13/2023,Bridge,B,Cryptophyta_avg,0
6/13/2023,Bridge,B,YellowSubstances_avg,3.5565
6/13/2023,Bridge,B,Total_avg,73.1005
6/13/2023,Bridge,C,GreenAlgae_avg,11.9605
6/13/2023,Bridge,C,Bluegreen_avg,58.1035
6/13/2023,Bridge,C,Diatom_avg,3.1295
6/13/2023,Bridge,C,Cryptophyta_avg,0
6/13/2023,Bridge,C,YellowSubstances_avg,3.755
6/13/2023,Bridge,C,Total_avg,73.195
6/13/2023,Buoy_2,A,GreenAlgae_avg,10.677
6/13/2023,Buoy_2,A,Bluegreen_avg,37.653
6/13/2023,Buoy_2,A,Diatom_avg,2.049
6/13/2023,Buoy_2,A,Cryptophyta_avg,0
6/13/2023,Buoy_2,A,YellowSubstances_avg,2.8215
6/13/2023,Buoy_2,A,Total_avg,50.379
6/13/2023,Buoy_2,B,GreenAlgae_avg,10.8395
6/13/2023,Buoy_2,B,Bluegreen_avg,37.479
6/13/2023,Buoy_2,B,Diatom_avg,2.407
6/13/2023,Buoy_2,B,Cryptophyta_avg,0
6/13/2023,Buoy_2,B,YellowSubstances_avg,2.853
6/13/2023,Buoy_2,B,Total_avg,50.726
6/13/2023,Buoy_2,C,GreenAlgae_avg,10.276
6/13/2023,Buoy_2,C,Bluegreen_avg,38.4405
6/13/2023,Buoy_2,C,Diatom_avg,2.877
6/13/2023,Buoy_2,C,Cryptophyta_avg,0.0285
6/13/2023,Buoy_2,C,YellowSubstances_avg,2.9715
6/13/2023,Buoy_2,C,Total_avg,51.6215
6/13/2023,Causeway,A,GreenAlgae_avg,15.431
6/13/2023,Causeway,A,Bluegreen_avg,12.9495
6/13/2023,Causeway,A,Diatom_avg,18.5175
6/13/2023,Causeway,A,Cryptophyta_avg,0.412
6/13/2023,Causeway,A,YellowSubstances_avg,2.0575
6/13/2023,Causeway,A,Total_avg,47.308
6/13/2023,Causeway,B,GreenAlgae_avg,15.265
6/13/2023,Causeway,B,Bluegreen_avg,12.7485
6/13/2023,Causeway,B,Diatom_avg,17.99
6/13/2023,Causeway,B,Cryptophyta_avg,0.053
6/13/2023,Causeway,B,YellowSubstances_avg,1.914
6/13/2023,Causeway,B,Total_avg,46.0575
6/13/2023,Causeway,C,GreenAlgae_avg,15.5135
6/13/2023,Causeway,C,Bluegreen_avg,12.45
6/13/2023,Causeway,C,Diatom_avg,19.0665
6/13/2023,Causeway,C,Cryptophyta_avg,0.0365
6/13/2023,Causeway,C,YellowSubstances_avg,2.057
6/13/2023,Causeway,C,Total_avg,47.067
6/13/2023,EC_1163,A,GreenAlgae_avg,8.368
6/13/2023,EC_1163,A,Bluegreen_avg,17.213
6/13/2023,EC_1163,A,Diatom_avg,7.1735
6/13/2023,EC_1163,A,Cryptophyta_avg,0
6/13/2023,EC_1163,A,YellowSubstances_avg,1.658
6/13/2023,EC_1163,A,Total_avg,32.7555
6/13/2023,EC_1163,B,GreenAlgae_avg,7.209
6/13/2023,EC_1163,B,Bluegreen_avg,16.8575
6/13/2023,EC_1163,B,Diatom_avg,8.123
6/13/2023,EC_1163,B,Cryptophyta_avg,0
6/13/2023,EC_1163,B,YellowSubstances_avg,1.805
6/13/2023,EC_1163,B,Total_avg,32.192
6/13/2023,EC_1163,C,GreenAlgae_avg,8.0325
6/13/2023,EC_1163,C,Bluegreen_avg,17.479
6/13/2023,EC_1163,C,Diatom_avg,7.05
6/13/2023,EC_1163,C,Cryptophyta_avg,0.0175
6/13/2023,EC_1163,C,YellowSubstances_avg,1.6335
6/13/2023,EC_1163,C,Total_avg,32.5795
6/13/2023,Muddy_Creek,A,GreenAlgae_avg,23.264
6/13/2023,Muddy_Creek,A,Bluegreen_avg,33.9265
6/13/2023,Muddy_Creek,A,Diatom_avg,23.257
6/13/2023,Muddy_Creek,A,Cryptophyta_avg,0
6/13/2023,Muddy_Creek,A,YellowSubstances_avg,0.6245
6/13/2023,Muddy_Creek,A,Total_avg,80.4475
6/13/2023,Muddy_Creek,B,GreenAlgae_avg,19.079
6/13/2023,Muddy_Creek,B,Bluegreen_avg,36.084
6/13/2023,Muddy_Creek,B,Diatom_avg,15.4365
6/13/2023,Muddy_Creek,B,Cryptophyta_avg,0.177
6/13/2023,Muddy_Creek,B,YellowSubstances_avg,2.685
6/13/2023,Muddy_Creek,B,Total_avg,70.777
6/13/2023,Muddy_Creek,C,GreenAlgae_avg,20.8295
6/13/2023,Muddy_Creek,C,Bluegreen_avg,30.7835
6/13/2023,Muddy_Creek,C,Diatom_avg,17.421
6/13/2023,Muddy_Creek,C,Cryptophyta_avg,0.0175
6/13/2023,Muddy_Creek,C,YellowSubstances_avg,2.098
6/13/2023,Muddy_Creek,C,Total_avg,69.0495
6/13/2023,ODNR_1,A,GreenAlgae_avg,9.046
6/13/2023,ODNR_1,A,Bluegreen_avg,37.1055
6/13/2023,ODNR_1,A,Diatom_avg,1.086
6/13/2023,ODNR_1,A,Cryptophyta_avg,1.119
6/13/2023,ODNR_1,A,YellowSubstances_avg,3.405
6/13/2023,ODNR_1,A,Total_avg,48.3535
6/13/2023,ODNR_1,B,GreenAlgae_avg,10.359
6/13/2023,ODNR_1,B,Bluegreen_avg,38.7765
6/13/2023,ODNR_1,B,Diatom_avg,0
6/13/2023,ODNR_1,B,Cryptophyta_avg,3.231
